step,load_pressure,outage_severity,solar_factor,grid_support
2484,0.379146,0.000000,1.000000,0.000000
2485,0.370292,0.000000,1.000000,0.000000
2486,0.366023,0.000000,1.000000,0.000000
2487,0.376661,0.000000,1.000000,0.000000
2488,0.386893,0.000000,1.000000,0.000000
2489,0.373480,0.000000,1.000000,0.000000
2490,0.354471,0.000000,1.000000,0.000000
2491,0.359974,0.000000,1.000000,0.000000
2492,0.365293,0.000000,1.000000,0.000000
2493,0.379114,0.000000,1.000000,0.000000
2494,0.405569,0.000000,1.000000,0.000000
2495,0.415021,0.000000,1.000000,0.000000
2496,0.459277,0.000000,1.000000,0.000000
2497,0.474407,0.000000,1.000000,0.000000
2498,0.403877,0.000000,1.000000,0.000000
2499,0.356733,0.000000,1.000000,0.000000
2500,0.351754,0.000000,1.000000,0.000000
2501,0.362676,0.000000,1.000000,0.000000
2502,0.387338,0.000000,1.000000,0.000000
2503,0.393535,0.000000,1.000000,0.000000
2504,0.399555,0.000000,1.000000,0.000000
2505,0.300673,0.000000,1.000000,0.000000
2506,0.414508,0.000000,1.000000,0.000000
2507,0.465059,0.000000,1.000000,0.000000
2508,0.416256,0.000000,1.000000,0.000000
2509,0.389593,0.000000,1.000000,0.000000
2510,0.373397,0.000000,1.000000,0.000000
2511,0.371606,0.000000,1.000000,0.000000
2512,0.364242,0.000000,1.000000,0.000000
2513,0.361748,0.000000,1.000000,0.000000
2514,0.382331,0.000000,1.000000,0.000000
2515,0.376912,0.000000,1.000000,0.000000
2516,0.381948,0.000000,1.000000,0.000000
2517,0.402756,0.000000,1.000000,0.000000
2518,0.420789,0.000000,1.000000,0.000000
2519,0.433695,0.000000,1.000000,0.000000
2520,0.424870,0.000000,1.000000,0.000000
2521,0.413751,0.000000,1.000000,0.000000
2522,0.401267,0.000000,1.000000,0.000000
2523,0.399539,0.000000,1.000000,0.000000
2524,0.412004,0.000000,1.000000,0.000000
2525,0.451133,0.000000,1.000000,0.000000
2526,0.501744,0.000000,1.000000,0.000000
2527,0.381174,0.000000,1.000000,0.000000
2528,0.474176,0.000000,1.000000,0.000000
2529,0.546533,0.000000,1.000000,0.000000
2530,0.556677,0.000000,1.000000,0.000000
2531,0.560963,0.000000,1.000000,0.000000
2532,0.501820,0.000000,1.000000,0.000000
2533,0.469044,0.000000,1.000000,0.000000
2534,0.488270,0.000000,1.000000,0.000000
2535,0.517512,0.000000,1.000000,0.000000
2536,0.479635,0.000000,1.000000,0.000000
2537,0.460588,0.000000,1.000000,0.000000
2538,0.479866,0.000000,1.000000,0.000000
2539,0.465641,0.000000,1.000000,0.000000
2540,0.522300,0.000000,1.000000,0.000000
2541,0.598848,0.000000,1.000000,0.000000
2542,0.592917,0.000000,1.000000,0.000000
2543,0.524384,0.000000,1.000000,0.000000
2544,0.506838,0.000000,1.000000,0.000000
2545,0.512033,0.000000,1.000000,0.000000
2546,0.495043,0.000000,1.000000,0.000000
2547,0.486651,0.000000,1.000000,0.000000
2548,0.496527,0.000000,1.000000,0.000000
2549,0.501682,0.000000,1.000000,0.000000
2550,0.526487,0.000000,1.000000,0.000000
2551,0.438244,0.000000,1.000000,0.000000
2552,0.521911,0.000000,1.000000,0.000000
2553,0.547248,0.000000,1.000000,0.000000
2554,0.509013,0.000000,1.000000,0.000000
2555,0.494380,0.000000,1.000000,0.000000
2556,0.463342,0.000000,1.000000,0.000000
2557,0.446796,0.000000,1.000000,0.000000
2558,0.430327,0.000000,1.000000,0.000000
2559,0.433879,0.000000,1.000000,0.000000
2560,0.429575,0.000000,1.000000,0.000000
2561,0.410515,0.000000,1.000000,0.000000
2562,0.398688,0.000000,1.000000,0.000000
2563,0.395962,0.000000,1.000000,0.000000
2564,0.409532,0.000000,1.000000,0.000000
2565,0.428451,0.000000,1.000000,0.000000
2566,0.443185,0.000000,1.000000,0.000000
2567,0.428425,0.000000,1.000000,0.000000
2568,0.424645,0.000000,1.000000,0.000000
2569,0.435045,0.000000,1.000000,0.000000
2570,0.394119,0.000000,1.000000,0.000000
2571,0.398791,0.000000,1.000000,0.000000
2572,0.412570,0.000000,1.000000,0.000000
2573,0.403550,0.000000,1.000000,0.000000
2574,0.416824,0.000000,1.000000,0.000000
2575,0.316740,0.000000,1.000000,0.000000
2576,0.394453,0.000000,1.000000,0.000000
2577,0.477052,0.000000,1.000000,0.000000
2578,0.527165,0.000000,1.000000,0.000000
2579,0.508590,0.000000,1.000000,0.000000
2580,0.469264,0.000000,1.000000,0.000000
2581,0.439273,0.000000,1.000000,0.000000
2582,0.409586,0.000000,1.000000,0.000000
2583,0.430304,0.000000,1.000000,0.000000
2584,0.417901,0.000000,1.000000,0.000000
2585,0.388783,0.000000,1.000000,0.000000
2586,0.364901,0.000000,1.000000,0.000000
2587,0.359989,0.000000,1.000000,0.000000
2588,0.376182,0.000000,1.000000,0.000000
2589,0.378330,0.000000,1.000000,0.000000
2590,0.402209,0.000000,1.000000,0.000000
2591,0.428554,0.000000,1.000000,0.000000
2592,0.430721,0.000000,1.000000,0.000000
2593,0.424485,0.000000,1.000000,0.000000
2594,0.418140,0.000000,1.000000,0.000000
2595,0.422437,0.000000,1.000000,0.000000
2596,0.446397,0.000000,1.000000,0.000000
2597,0.459929,0.000000,1.000000,0.000000
2598,0.483390,0.000000,1.000000,0.000000
2599,0.383164,0.000000,1.000000,0.000000
2600,0.461127,0.000000,1.000000,0.000000
2601,0.482778,0.000000,1.000000,0.000000
2602,0.485862,0.000000,1.000000,0.000000
2603,0.495347,0.000000,1.000000,0.000000
2604,0.489127,0.000000,1.000000,0.000000
2605,0.483012,0.000000,1.000000,0.000000
2606,0.473328,0.000000,1.000000,0.000000
2607,0.474291,0.000000,1.000000,0.000000
2608,0.470822,0.000000,1.000000,0.000000
2609,0.454572,0.000000,1.000000,0.000000
2610,0.451615,0.000000,1.000000,0.000000
2611,0.466180,0.000000,1.000000,0.000000
2612,0.469485,0.000000,1.000000,0.000000
2613,0.478432,0.000000,1.000000,0.000000
2614,0.466289,0.000000,1.000000,0.000000
2615,0.425706,0.000000,1.000000,0.000000
2616,0.425347,0.000000,1.000000,0.000000
2617,0.410212,0.000000,1.000000,0.000000
2618,0.381634,0.000000,1.000000,0.000000
2619,0.377430,0.000000,1.000000,0.000000
2620,0.397369,0.000000,1.000000,0.000000
2621,0.420667,0.000000,1.000000,0.000000
2622,0.428975,0.000000,1.000000,0.000000
2623,0.345967,0.000000,1.000000,0.000000
2624,0.426210,0.000000,1.000000,0.000000
2625,0.465304,0.000000,1.000000,0.000000
2626,0.473465,0.000000,1.000000,0.000000
2627,0.467043,0.000000,1.000000,0.000000
2628,0.455354,0.000000,1.000000,0.000000
2629,0.445437,0.000000,1.000000,0.000000
2630,0.437096,0.000000,1.000000,0.000000
2631,0.449306,0.000000,1.000000,0.000000
2632,0.443823,0.000000,1.000000,0.000000
2633,0.434571,0.000000,1.000000,0.000000
2634,0.430006,0.000000,1.000000,0.000000
2635,0.429553,0.000000,1.000000,0.000000
2636,0.457814,0.000000,1.000000,0.000000
2637,0.482143,0.000000,1.000000,0.000000
2638,0.473868,0.000000,1.000000,0.000000
2639,0.436787,0.000000,1.000000,0.000000
2640,0.428274,0.000000,1.000000,0.000000
2641,0.411093,0.000000,1.000000,0.000000
2642,0.357924,0.000000,1.000000,0.000000
2643,0.344071,0.000000,1.000000,0.000000
2644,0.373794,0.000000,1.000000,0.000000
2645,0.388526,0.000000,1.000000,0.000000
2646,0.404267,0.000000,1.000000,0.000000
2647,0.280682,0.000000,1.000000,0.000000
2648,0.361157,0.000000,1.000000,0.000000
2649,0.401966,0.000000,1.000000,0.000000
2650,0.401949,0.000000,1.000000,0.000000
2651,0.398796,0.000000,1.000000,0.000000
2652,0.379607,0.000000,1.000000,0.000000
2653,0.368803,0.000000,1.000000,0.000000
2654,0.363001,0.000000,1.000000,0.000000
2655,0.375975,0.000000,1.000000,0.000000
2656,0.391375,0.000000,1.000000,0.000000
2657,0.391900,0.000000,1.000000,0.000000
2658,0.367704,0.000000,1.000000,0.000000
2659,0.349609,0.000000,1.000000,0.000000
2660,0.356977,0.000000,1.000000,0.000000
2661,0.391504,0.000000,1.000000,0.000000
2662,0.439380,0.000000,1.000000,0.000000
2663,0.418153,0.000000,1.000000,0.000000
2664,0.431919,0.000000,1.000000,0.000000
2665,0.402694,0.000000,1.000000,0.000000
2666,0.375062,0.000000,1.000000,0.000000
2667,0.374765,0.000000,1.000000,0.000000
2668,0.380845,0.000000,1.000000,0.000000
2669,0.370012,0.000000,1.000000,0.000000
2670,0.389070,0.000000,1.000000,0.000000
2671,0.416588,0.000000,1.000000,0.000000
2672,0.418929,0.000000,1.000000,0.000000
2673,0.304966,0.000000,1.000000,0.000000
2674,0.377383,0.000000,1.000000,0.000000
2675,0.397179,0.000000,1.000000,0.000000
2676,0.380599,0.000000,1.000000,0.000000
2677,0.367231,0.000000,1.000000,0.000000
2678,0.371822,0.000000,1.000000,0.000000
2679,0.406377,0.000000,1.000000,0.000000
2680,0.407055,0.000000,1.000000,0.000000
2681,0.402912,0.000000,1.000000,0.000000
2682,0.381371,0.000000,1.000000,0.000000
2683,0.361190,0.000000,1.000000,0.000000
2684,0.354461,0.000000,1.000000,0.000000
2685,0.342079,0.000000,1.000000,0.000000
2686,0.366278,0.000000,1.000000,0.000000
2687,0.378097,0.000000,1.000000,0.000000
2688,0.385923,0.000000,1.000000,0.000000
2689,0.372510,0.000000,1.000000,0.000000
2690,0.362181,0.000000,1.000000,0.000000
2691,0.355750,0.000000,1.000000,0.000000
2692,0.367575,0.000000,1.000000,0.000000
2693,0.373366,0.000000,1.000000,0.000000
2694,0.384971,0.000000,1.000000,0.000000
2695,0.291736,0.000000,1.000000,0.000000
2696,0.367428,0.000000,1.000000,0.000000
2697,0.434326,1.000000,0.000000,0.000000
2698,0.445496,1.000000,0.000000,0.000000
2699,0.450495,1.000000,0.000000,0.000000
2700,0.453775,1.000000,0.000000,0.000000
2701,0.455221,1.000000,0.000000,0.000000
2702,0.459446,1.000000,0.000000,0.000000
2703,0.489459,1.000000,0.000000,0.000000
2704,0.480002,1.000000,0.000000,0.000000
2705,0.444857,1.000000,0.000000,0.000000
2706,0.416673,1.000000,0.000000,0.000000
2707,0.392185,1.000000,0.000000,0.000000
2708,0.393600,1.000000,0.000000,0.000000
2709,0.412955,0.000000,1.000000,0.000000
2710,0.437401,0.000000,1.000000,0.000000
2711,0.415070,0.000000,1.000000,0.000000
2712,0.398768,0.000000,1.000000,0.000000
2713,0.393951,0.000000,1.000000,0.000000
2714,0.356159,0.000000,1.000000,0.000000
2715,0.339432,0.000000,1.000000,0.000000
2716,0.350884,0.000000,1.000000,0.000000
2717,0.358813,0.000000,1.000000,0.000000
2718,0.365703,0.000000,1.000000,0.000000
2719,0.282772,0.000000,1.000000,0.000000
2720,0.355117,0.000000,1.000000,0.000000
2721,0.431917,0.000000,1.000000,0.000000
2722,0.480102,0.000000,1.000000,0.000000
2723,0.491477,0.000000,1.000000,0.000000
2724,0.476386,0.000000,1.000000,0.000000
2725,0.454162,0.000000,1.000000,0.000000
2726,0.442219,0.000000,1.000000,0.000000
2727,0.449004,0.000000,1.000000,0.000000
2728,0.443165,0.000000,1.000000,0.000000
2729,0.424063,0.000000,1.000000,0.000000
2730,0.409767,0.000000,1.000000,0.000000
2731,0.406579,0.000000,1.000000,0.000000
2732,0.423191,0.000000,1.000000,0.000000
2733,0.418111,0.000000,1.000000,0.000000
2734,0.421265,0.000000,1.000000,0.000000
2735,0.420386,0.000000,1.000000,0.000000
2736,0.414343,0.000000,1.000000,0.000000
2737,0.404965,0.000000,1.000000,0.000000
2738,0.382819,0.000000,1.000000,0.000000
2739,0.377780,0.000000,1.000000,0.000000
2740,0.381497,0.000000,1.000000,0.000000
2741,0.375569,0.000000,1.000000,0.000000
2742,0.379514,0.000000,1.000000,0.000000
2743,0.287934,0.000000,1.000000,0.000000
2744,0.368161,0.000000,1.000000,0.000000
2745,0.429297,0.000000,1.000000,0.000000
2746,0.451864,0.000000,1.000000,0.000000
2747,0.431883,0.000000,1.000000,0.000000
2748,0.405589,0.000000,1.000000,0.000000
2749,0.396888,0.000000,1.000000,0.000000
2750,0.384872,0.000000,1.000000,0.000000
2751,0.388288,0.000000,1.000000,0.000000
2752,0.387932,0.000000,1.000000,0.000000
2753,0.375626,0.000000,1.000000,0.000000
2754,0.365442,0.000000,1.000000,0.000000
2755,0.363676,0.000000,1.000000,0.000000
2756,0.374369,0.000000,1.000000,0.000000
2757,0.396372,0.000000,1.000000,0.000000
2758,0.428771,0.000000,1.000000,0.000000
2759,0.415956,0.000000,1.000000,0.000000
2760,0.409116,0.000000,1.000000,0.000000
2761,0.401557,0.000000,1.000000,0.000000
2762,0.391341,0.000000,1.000000,0.000000
2763,0.392933,0.000000,1.000000,0.000000
2764,0.405475,0.000000,1.000000,0.000000
2765,0.405928,0.000000,1.000000,0.000000
2766,0.416362,0.000000,1.000000,0.000000
2767,0.315931,0.000000,1.000000,0.000000
2768,0.399788,0.000000,1.000000,0.000000
2769,0.481414,0.000000,1.000000,0.000000
2770,0.505476,0.000000,1.000000,0.000000
2771,0.522324,0.000000,1.000000,0.000000
2772,0.505847,0.000000,1.000000,0.000000
2773,0.477364,0.000000,1.000000,0.000000
2774,0.457719,0.000000,1.000000,0.000000
2775,0.460185,0.000000,1.000000,0.000000
2776,0.458024,0.000000,1.000000,0.000000
2777,0.447791,0.000000,1.000000,0.000000
2778,0.448818,0.000000,1.000000,0.000000
2779,0.456283,0.000000,1.000000,0.000000
2780,0.451232,0.000000,1.000000,0.000000
2781,0.455797,0.000000,1.000000,0.000000
2782,0.472910,0.000000,1.000000,0.000000
2783,0.464054,0.000000,1.000000,0.000000
2784,0.431912,0.000000,1.000000,0.000000
2785,0.425931,0.000000,1.000000,0.000000
2786,0.401620,0.000000,1.000000,0.000000
2787,0.397464,0.000000,1.000000,0.000000
2788,0.402844,0.000000,1.000000,0.000000
2789,0.400385,0.000000,1.000000,0.000000
2790,0.400807,0.000000,1.000000,0.000000
2791,0.303373,0.000000,1.000000,0.000000
2792,0.372775,0.000000,1.000000,0.000000
2793,0.428779,0.000000,1.000000,0.000000
2794,0.450390,0.000000,1.000000,0.000000
2795,0.460046,0.000000,1.000000,0.000000
2796,0.457030,0.000000,1.000000,0.000000
2797,0.446227,0.000000,1.000000,0.000000
2798,0.438912,0.000000,1.000000,0.000000
2799,0.448231,0.000000,1.000000,0.000000
2800,0.445204,0.000000,1.000000,0.000000
2801,0.426708,0.000000,1.000000,0.000000
2802,0.409277,0.000000,1.000000,0.000000
2803,0.392527,0.000000,1.000000,0.000000
2804,0.386255,0.000000,1.000000,0.000000
2805,0.376382,0.000000,1.000000,0.000000
2806,0.380049,0.000000,1.000000,0.000000
2807,0.374667,0.000000,1.000000,0.000000
2808,0.374048,0.000000,1.000000,0.000000
2809,0.371167,0.000000,1.000000,0.000000
2810,0.328844,0.000000,1.000000,0.000000
2811,0.315127,0.000000,1.000000,0.000000
2812,0.329741,0.000000,1.000000,0.000000
2813,0.341045,0.000000,1.000000,0.000000
2814,0.339960,0.000000,1.000000,0.000000
2815,0.249449,0.000000,1.000000,0.000000
2816,0.318235,0.000000,1.000000,0.000000
2817,0.381348,0.000000,1.000000,0.000000
2818,0.395784,0.000000,1.000000,0.000000
2819,0.387190,0.000000,1.000000,0.000000
2820,0.385853,0.000000,1.000000,0.000000
2821,0.376901,0.000000,1.000000,0.000000
2822,0.367076,0.000000,1.000000,0.000000
2823,0.362932,0.000000,1.000000,0.000000
2824,0.356330,0.000000,1.000000,0.000000
2825,0.348177,0.000000,1.000000,0.000000
2826,0.342713,0.000000,1.000000,0.000000
2827,0.343363,0.000000,1.000000,0.000000
2828,0.356051,0.000000,1.000000,0.000000
2829,0.362828,0.000000,1.000000,0.000000
2830,0.394710,0.000000,1.000000,0.000000
2831,0.400686,0.000000,1.000000,0.000000
2832,0.407247,0.000000,1.000000,0.000000
2833,0.407011,0.000000,1.000000,0.000000
2834,0.380863,0.000000,1.000000,0.000000
2835,0.382657,0.000000,1.000000,0.000000
2836,0.398836,0.000000,1.000000,0.000000
2837,0.413237,0.000000,1.000000,0.000000
2838,0.433680,0.000000,1.000000,0.000000
2839,0.415745,0.000000,1.000000,0.000000
2840,0.424003,0.000000,1.000000,0.000000
2841,0.332378,0.000000,1.000000,0.000000
2842,0.425736,0.000000,1.000000,0.000000
2843,0.466302,0.000000,1.000000,0.000000
2844,0.470725,0.000000,1.000000,0.000000
2845,0.460613,0.000000,1.000000,0.000000
2846,0.423741,0.000000,1.000000,0.000000
2847,0.397955,0.000000,1.000000,0.000000
2848,0.382250,0.000000,1.000000,0.000000
2849,0.378322,0.000000,1.000000,0.000000
2850,0.370289,0.000000,1.000000,0.000000
2851,0.386414,0.000000,1.000000,0.000000
2852,0.419623,0.000000,1.000000,0.000000
2853,0.466882,0.000000,1.000000,0.000000
2854,0.544750,0.000000,1.000000,0.000000
2855,0.562189,0.000000,1.000000,0.000000
2856,0.531734,0.000000,1.000000,0.000000
2857,0.471585,0.000000,1.000000,0.000000
2858,0.439909,0.000000,1.000000,0.000000
2859,0.428966,0.000000,1.000000,0.000000
2860,0.463864,0.000000,1.000000,0.000000
2861,0.467883,0.000000,1.000000,0.000000
2862,0.471928,0.000000,1.000000,0.000000
2863,0.374339,0.000000,1.000000,0.000000
2864,0.483051,0.000000,1.000000,0.000000
2865,0.557634,0.000000,1.000000,0.000000
2866,0.541720,0.000000,1.000000,0.000000
2867,0.505403,0.000000,1.000000,0.000000
2868,0.474771,0.000000,1.000000,0.000000
2869,0.458422,0.000000,1.000000,0.000000
2870,0.443978,0.000000,1.000000,0.000000
2871,0.445278,0.000000,1.000000,0.000000
2872,0.443334,0.000000,1.000000,0.000000
2873,0.430016,0.000000,1.000000,0.000000
2874,0.421645,0.000000,1.000000,0.000000
2875,0.438275,0.000000,1.000000,0.000000
2876,0.470769,0.000000,1.000000,0.000000
2877,0.520306,0.000000,1.000000,0.000000
2878,0.549530,0.000000,1.000000,0.000000
2879,0.533138,0.000000,1.000000,0.000000
2880,0.481272,0.000000,1.000000,0.000000
2881,0.435881,0.000000,1.000000,0.000000
2882,0.396662,0.000000,1.000000,0.000000
2883,0.383222,0.000000,1.000000,0.000000
2884,0.389388,0.000000,1.000000,0.000000
2885,0.410049,0.000000,1.000000,0.000000
2886,0.430574,0.000000,1.000000,0.000000
2887,0.328607,0.000000,1.000000,0.000000
2888,0.409544,0.000000,1.000000,0.000000
2889,0.467568,0.000000,1.000000,0.000000
2890,0.476058,0.000000,1.000000,0.000000
2891,0.472009,0.000000,1.000000,0.000000
2892,0.463571,0.000000,1.000000,0.000000
2893,0.458573,0.000000,1.000000,0.000000
2894,0.443408,0.000000,1.000000,0.000000
2895,0.451605,0.000000,1.000000,0.000000
2896,0.446720,0.000000,1.000000,0.000000
2897,0.423327,0.000000,1.000000,0.000000
2898,0.411216,0.000000,1.000000,0.000000
2899,0.403013,0.000000,1.000000,0.000000
2900,0.434879,0.000000,1.000000,0.000000
2901,0.495174,0.000000,1.000000,0.000000
2902,0.500514,0.000000,1.000000,0.000000
2903,0.457541,0.000000,1.000000,0.000000
2904,0.459855,0.000000,1.000000,0.000000
2905,0.441791,0.000000,1.000000,0.000000
2906,0.392042,0.000000,1.000000,0.000000
2907,0.360099,0.000000,1.000000,0.000000
2908,0.376895,0.000000,1.000000,0.000000
2909,0.373376,0.000000,1.000000,0.000000
2910,0.386569,0.000000,1.000000,0.000000
2911,0.302656,0.000000,1.000000,0.000000
2912,0.368377,0.000000,1.000000,0.000000
2913,0.423277,0.000000,1.000000,0.000000
2914,0.433157,0.000000,1.000000,0.000000
2915,0.411138,0.000000,1.000000,0.000000
2916,0.395221,0.000000,1.000000,0.000000
2917,0.384615,0.000000,1.000000,0.000000
2918,0.374167,0.000000,1.000000,0.000000
2919,0.384659,0.000000,1.000000,0.000000
2920,0.384142,0.000000,1.000000,0.000000
2921,0.371581,0.000000,1.000000,0.000000
2922,0.360476,0.000000,1.000000,0.000000
2923,0.352647,0.000000,1.000000,0.000000
2924,0.356294,0.000000,1.000000,0.000000
2925,0.349175,0.000000,1.000000,0.000000
2926,0.362929,0.000000,1.000000,0.000000
2927,0.367220,0.000000,1.000000,0.000000
2928,0.374787,0.000000,1.000000,0.000000
2929,0.378465,0.000000,1.000000,0.000000
2930,0.373420,0.000000,1.000000,0.000000
2931,0.361886,0.000000,1.000000,0.000000
2932,0.371260,0.000000,1.000000,0.000000
2933,0.379813,0.000000,1.000000,0.000000
2934,0.381327,0.000000,1.000000,0.000000
2935,0.294147,0.000000,1.000000,0.000000
2936,0.370180,0.000000,1.000000,0.000000
2937,0.461469,0.000000,1.000000,0.000000
2938,0.509855,0.000000,1.000000,0.000000
2939,0.524891,0.000000,1.000000,0.000000
2940,0.496390,0.000000,1.000000,0.000000
2941,0.462539,0.000000,1.000000,0.000000
2942,0.449761,0.000000,1.000000,0.000000
2943,0.451125,0.000000,1.000000,0.000000
2944,0.444521,0.000000,1.000000,0.000000
2945,0.429586,0.000000,1.000000,0.000000
2946,0.417242,0.000000,1.000000,0.000000
2947,0.419863,0.000000,1.000000,0.000000
2948,0.455992,0.000000,1.000000,0.000000
2949,0.496009,0.000000,1.000000,0.000000
2950,0.523165,0.000000,1.000000,0.000000
2951,0.502877,0.000000,1.000000,0.000000
2952,0.488850,0.000000,1.000000,0.000000
2953,0.498000,0.000000,1.000000,0.000000
2954,0.476759,0.000000,1.000000,0.000000
2955,0.456813,0.000000,1.000000,0.000000
2956,0.423142,0.000000,1.000000,0.000000
2957,0.408501,0.000000,1.000000,0.000000
2958,0.407442,0.000000,1.000000,0.000000
2959,0.315271,0.000000,1.000000,0.000000
2960,0.414221,0.000000,1.000000,0.000000
2961,0.487580,0.000000,1.000000,0.000000
2962,0.492213,0.000000,1.000000,0.000000
2963,0.495836,0.000000,1.000000,0.000000
2964,0.466832,0.000000,1.000000,0.000000
2965,0.458381,0.000000,1.000000,0.000000
2966,0.447115,0.000000,1.000000,0.000000
2967,0.451849,0.000000,1.000000,0.000000
2968,0.445642,0.000000,1.000000,0.000000
2969,0.428535,0.000000,1.000000,0.000000
2970,0.417422,0.000000,1.000000,0.000000
2971,0.414061,0.000000,1.000000,0.000000
2972,0.436568,0.000000,1.000000,0.000000
2973,0.484673,0.000000,1.000000,0.000000
2974,0.497342,0.000000,1.000000,0.000000
2975,0.480372,0.000000,1.000000,0.000000
2976,0.469586,0.000000,1.000000,0.000000
2977,0.467432,0.000000,1.000000,0.000000
2978,0.393089,0.000000,1.000000,0.000000
2979,0.354237,0.000000,1.000000,0.000000
2980,0.373906,0.000000,1.000000,0.000000
2981,0.387778,0.000000,1.000000,0.000000
2982,0.412212,0.000000,1.000000,0.000000
2983,0.313514,0.000000,1.000000,0.000000
2984,0.407952,0.000000,1.000000,0.000000
2985,0.509887,0.000000,1.000000,0.000000
2986,0.519900,0.000000,1.000000,0.000000
2987,0.483539,0.000000,1.000000,0.000000
2988,0.431054,0.000000,1.000000,0.000000
2989,0.417339,0.000000,1.000000,0.000000
2990,0.417472,0.000000,1.000000,0.000000
2991,0.440243,0.000000,1.000000,0.000000
2992,0.466895,0.000000,1.000000,0.000000
2993,0.439389,0.000000,1.000000,0.000000
2994,0.423914,0.000000,1.000000,0.000000
2995,0.407176,0.000000,1.000000,0.000000
2996,0.402791,0.000000,1.000000,0.000000
2997,0.394047,0.000000,1.000000,0.000000
2998,0.424981,0.000000,1.000000,0.000000
2999,0.432547,0.000000,1.000000,0.000000
3000,0.432484,0.000000,1.000000,0.000000
3001,0.433513,0.000000,1.000000,0.000000
3002,0.414674,0.000000,1.000000,0.000000
3003,0.416726,0.000000,1.000000,0.000000
3004,0.409469,0.000000,1.000000,0.000000
3005,0.395887,0.000000,1.000000,0.000000
3006,0.410672,0.000000,1.000000,0.000000
3007,0.425677,0.000000,1.000000,0.000000
3008,0.430680,0.000000,1.000000,0.000000
3009,0.328283,0.000000,1.000000,0.000000
3010,0.411436,0.000000,1.000000,0.000000
3011,0.447039,0.000000,1.000000,0.000000
3012,0.420367,0.000000,1.000000,0.000000
3013,0.393623,0.000000,1.000000,0.000000
3014,0.384886,0.000000,1.000000,0.000000
3015,0.384292,0.000000,1.000000,0.000000
3016,0.376975,0.000000,1.000000,0.000000
3017,0.367526,0.000000,1.000000,0.000000
3018,0.380755,0.000000,1.000000,0.000000
3019,0.418441,0.000000,1.000000,0.000000
3020,0.433813,0.000000,1.000000,0.000000
3021,0.443656,0.000000,1.000000,0.000000
3022,0.455972,0.000000,1.000000,0.000000
3023,0.447843,0.000000,1.000000,0.000000
3024,0.470660,0.000000,1.000000,0.000000
3025,0.452676,0.000000,1.000000,0.000000
3026,0.436529,0.000000,1.000000,0.000000
3027,0.445488,0.000000,1.000000,0.000000
3028,0.439340,0.000000,1.000000,0.000000
3029,0.428469,0.000000,1.000000,0.000000
3030,0.434203,0.000000,1.000000,0.000000
3031,0.314091,0.000000,1.000000,0.000000
3032,0.398286,0.000000,1.000000,0.000000
3033,0.465547,0.000000,1.000000,0.000000
3034,0.470840,0.000000,1.000000,0.000000
3035,0.462565,0.000000,1.000000,0.000000
3036,0.464047,0.000000,1.000000,0.000000
3037,0.461314,0.000000,1.000000,0.000000
3038,0.460806,0.000000,1.000000,0.000000
3039,0.466963,0.000000,1.000000,0.000000
3040,0.451484,0.000000,1.000000,0.000000
3041,0.427692,0.000000,1.000000,0.000000
3042,0.411351,0.000000,1.000000,0.000000
3043,0.399336,0.000000,1.000000,0.000000
3044,0.397055,0.000000,1.000000,0.000000
3045,0.397049,0.000000,1.000000,0.000000
3046,0.417071,0.000000,1.000000,0.000000
3047,0.409032,0.000000,1.000000,0.000000
3048,0.401978,0.000000,1.000000,0.000000
3049,0.384225,0.000000,1.000000,0.000000
3050,0.363917,0.000000,1.000000,0.000000
3051,0.376337,0.000000,1.000000,0.000000
3052,0.391495,0.000000,1.000000,0.000000
3053,0.389513,0.000000,1.000000,0.000000
3054,0.378365,0.000000,1.000000,0.000000
3055,0.290353,0.000000,1.000000,0.000000
3056,0.352747,0.000000,1.000000,0.000000
3057,0.434258,0.000000,1.000000,0.000000
3058,0.489606,0.000000,1.000000,0.000000
3059,0.497834,0.000000,1.000000,0.000000
3060,0.477759,0.000000,1.000000,0.000000
3061,0.461395,0.000000,1.000000,0.000000
3062,0.447451,0.000000,1.000000,0.000000
3063,0.455611,0.000000,1.000000,0.000000
3064,0.455818,0.000000,1.000000,0.000000
3065,0.443847,0.000000,1.000000,0.000000
3066,0.423831,0.000000,1.000000,0.000000
3067,0.406349,0.000000,1.000000,0.000000
3068,0.399344,0.000000,1.000000,0.000000
3069,0.389211,0.000000,1.000000,0.000000
3070,0.383743,0.000000,1.000000,0.000000
3071,0.383031,0.000000,1.000000,0.000000
3072,0.372354,0.000000,1.000000,0.000000
3073,0.365310,0.000000,1.000000,0.000000
3074,0.340515,0.000000,1.000000,0.000000
3075,0.333641,0.000000,1.000000,0.000000
3076,0.338614,0.000000,1.000000,0.000000
3077,0.352466,0.000000,1.000000,0.000000
3078,0.387521,0.000000,1.000000,0.000000
3079,0.334873,0.000000,1.000000,0.000000
3080,0.377397,0.000000,1.000000,0.000000
3081,0.413357,0.000000,1.000000,0.000000
3082,0.443219,0.000000,1.000000,0.000000
3083,0.454076,0.000000,1.000000,0.000000
3084,0.422415,0.000000,1.000000,0.000000
3085,0.410921,0.000000,1.000000,0.000000
3086,0.398584,0.000000,1.000000,0.000000
3087,0.397519,0.000000,1.000000,0.000000
3088,0.403133,0.000000,1.000000,0.000000
3089,0.407286,0.000000,1.000000,0.000000
3090,0.417775,0.000000,1.000000,0.000000
